status,supplierArticle,incomeId,techSize,warehouseName,dateClose,barcode,number,totalPrice,nmId,date,lastChangeDate,quantity 
,VD700,686520,62,Подольск2,2020-03-17T04:28:00,5021464122928,M-Mos00276852,2997,11300067,2020-03-15T00:00:00,2020-03-17T04:32:23.763,3
,VE062,686520,122,Подольск2,2020-03-17T04:28:00,5021464176600,M-Mos00276852,1197,11339599,2020-03-15T00:00:00,2020-03-17T04:32:23.763,3
,VE062,686520,134,Подольск2,2020-03-17T04:28:00,5021464176679,M-Mos00276852,1995,11339599,2020-03-15T00:00:00,2020-03-17T04:32:23.763,5
,VB497,686520,110,Подольск2,2020-03-17T04:28:00,5021462550174,M-Mos00276852,4990,11339528,2020-03-15T00:00:00,2020-03-17T04:32:23.763,10
,VB622,686520,92,Подольск2,2020-03-17T04:28:00,5021464086947,M-Mos00276852,5697,11339534,2020-03-15T00:00:00,2020-03-17T04:32:23.763,3
,VB708,686520,104,Подольск2,2020-03-17T04:28:00,5021464088491,M-Mos00276852,1995,11339538,2020-03-15T00:00:00,2020-03-17T04:32:23.763,5
,VC082,686520,104,Подольск2,2020-03-17T04:28:00,5021464158484,M-Mos00276852,4990,11170036,2020-03-15T00:00:00,2020-03-17T04:32:23.763,10
,VC223,686520,104,Подольск2,2020-03-17T04:28:00,5021464190026,M-Mos00276852,5998,11339563,2020-03-15T00:00:00,2020-03-17T04:32:23.763,2
,VC319,686520,122,Подольск2,2020-03-17T04:28:00,5021464186333,M-Mos00276852,7295,11339568,2020-03-15T00:00:00,2020-03-17T04:32:23.763,5
,VC319,686520,134,Подольск2,2020-03-17T04:28:00,5021464186449,M-Mos00276852,7295,11339568,2020-03-15T00:00:00,2020-03-17T04:32:23.763,5
,VC319,686520,98,Подольск2,2020-03-17T04:28:00,5021464186296,M-Mos00276852,4077,11339568,2020-03-15T00:00:00,2020-03-17T04:32:23.763,3
,VC405,686520,116,Подольск2,2020-03-17T04:28:00,5021462277774,M-Mos00276852,3990,11339572,2020-03-15T00:00:00,2020-03-17T04:32:23.763,10
,VC405,686520,122,Подольск2,2020-03-17T04:28:00,5021462277781,M-Mos00276852,1995,11339572,2020-03-15T00:00:00,2020-03-17T04:32:23.763,5
,VD054,686520,98,Подольск2,2020-03-17T04:28:00,5021462431671,M-Mos00276852,7497,11339584,2020-03-15T00:00:00,2020-03-17T04:32:23.763,3
,VD447,686520,92,Подольск2,2020-03-17T04:28:00,5011979526793,M-Mos00276852,1497,11339587,2020-03-15T00:00:00,2020-03-17T04:32:23.763,3
,VD465,686520,128,Подольск2,2020-03-17T04:28:00,9781845316013,M-Mos00276852,7797,11339588,2020-03-15T00:00:00,2020-03-17T04:32:23.763,3
,VD659,686520,74,Подольск2,2020-03-17T04:28:00,5021464112752,M-Mos00276852,3598,11339598,2020-03-15T00:00:00,2020-03-17T04:32:23.763,2
,VD690,686520,92,Подольск2,2020-03-17T04:28:00,5021464119546,M-Mos00276852,9990,11300066,2020-03-15T00:00:00,2020-03-17T04:32:23.763,10
,VD700,686520,86,Подольск2,2020-03-17T04:28:00,5021464122966,M-Mos00276852,4995,11300067,2020-03-15T00:00:00,2020-03-17T04:32:23.763,5
,VE130,686520,128,Подольск2,2020-03-17T04:28:00,5021465537189,M-Mos00276852,10495,11339601,2020-03-15T00:00:00,2020-03-17T04:32:23.763,5
,VA017,686520,80,Подольск2,2020-03-17T04:28:00,5021464134105,M-Mos00276852,3597,11339489,2020-03-15T00:00:00,2020-03-17T04:32:23.763,3
,VA069,686520,Newborn,Подольск2,2020-03-17T04:28:00,5021465523984,M-Mos00276852,3885,11283552,2020-03-15T00:00:00,2020-03-17T04:32:23.763,15
,VB371,686520,98,Подольск2,2020-03-17T04:28:00,5021462101192,M-Mos00276852,10995,11339518,2020-03-15T00:00:00,2020-03-17T04:32:23.763,5
,VB375,686520,86,Подольск2,2020-03-17T04:28:00,5021464250669,M-Mos00276852,1398,11339519,2020-03-15T00:00:00,2020-03-17T04:32:23.763,2
,VB442,686520,98,Подольск2,2020-03-17T04:28:00,5021462103950,M-Mos00276852,7497,11339526,2020-03-15T00:00:00,2020-03-17T04:32:23.763,3
,VB497,686520,86,Подольск2,2020-03-17T04:28:00,5021462549932,M-Mos00276852,2295,11339528,2020-03-15T00:00:00,2020-03-17T04:32:23.763,5
,VB622,686520,110,Подольск2,2020-03-17T04:28:00,5021464086978,M-Mos00276852,9495,11339534,2020-03-15T00:00:00,2020-03-17T04:32:23.763,5
,VB755,686520,128,Подольск2,2020-03-17T04:28:00,5021464091897,M-Mos00276852,1995,11339541,2020-03-15T00:00:00,2020-03-17T04:32:23.763,5
,VB755,686520,140,Подольск2,2020-03-17T04:28:00,5021464091910,M-Mos00276852,3990,11339541,2020-03-15T00:00:00,2020-03-17T04:32:23.763,10
,VB755,686520,92,Подольск2,2020-03-17T04:28:00,5021464091835,M-Mos00276852,1995,11339541,2020-03-15T00:00:00,2020-03-17T04:32:23.763,5
,VC063,686520,116,Подольск2,2020-03-17T04:28:00,5021464159573,M-Mos00276852,2997,11339549,2020-03-15T00:00:00,2020-03-17T04:32:23.763,3
,VC335,686520,104,Подольск2,2020-03-17T04:28:00,5021464176044,M-Mos00276852,5187,11339570,2020-03-15T00:00:00,2020-03-17T04:32:23.763,13
,VD072,686520,128,Подольск2,2020-03-17T04:28:00,5021462423171,M-Mos00276852,4398,11339585,2020-03-15T00:00:00,2020-03-17T04:32:23.763,2
,VD989,686520,1-3 года,Подольск2,2020-03-17T04:28:00,5021464084523,M-Mos00276852,2795,11283562,2020-03-15T00:00:00,2020-03-17T04:32:23.763,5
,VE306,686520,98,Подольск2,2020-03-17T04:28:00,5021464187842,M-Mos00276852,21990,11339606,2020-03-15T00:00:00,2020-03-17T04:32:23.763,10
,VE531,686520,110,Подольск2,2020-03-17T04:28:00,5021462537946,M-Mos00276852,2397,11300068,2020-03-15T00:00:00,2020-03-17T04:32:23.763,3
,VC319,686520,116,Подольск2,2020-03-17T04:28:00,5021464186326,M-Mos00276852,6795,11339568,2020-03-15T00:00:00,2020-03-17T04:32:23.763,5
,VC405,686520,134,Подольск2,2020-03-17T04:28:00,5021462278238,M-Mos00276852,3990,11339572,2020-03-15T00:00:00,2020-03-17T04:32:23.763,10
,VC952,686520,104,Подольск2,2020-03-17T04:28:00,5021462374336,M-Mos00276852,5598,11339578,2020-03-15T00:00:00,2020-03-17T04:32:23.763,2
,VD309,686520,1-3 года,Подольск2,2020-03-17T04:28:00,5021464043292,M-Mos00276852,2795,11283557,2020-03-15T00:00:00,2020-03-17T04:32:23.763,5
,VD311,686520,6-8 лет,Подольск2,2020-03-17T04:28:00,5021464084813,M-Mos00276852,1677,11283558,2020-03-15T00:00:00,2020-03-17T04:32:23.763,3
,VD465,686520,98,Подольск2,2020-03-17T04:28:00,9781843231622,M-Mos00276852,7197,11339588,2020-03-15T00:00:00,2020-03-17T04:32:23.763,3
,VD623,686520,80,Подольск2,2020-03-17T04:28:00,5021464104931,M-Mos00276852,5997,11339597,2020-03-15T00:00:00,2020-03-17T04:32:23.763,3
,VD700,686520,68,Подольск2,2020-03-17T04:28:00,5021464122935,M-Mos00276852,4995,11300067,2020-03-15T00:00:00,2020-03-17T04:32:23.763,5
,VD989,686520,6-8 лет,Подольск2,2020-03-17T04:28:00,5021464084547,M-Mos00276852,1677,11283562,2020-03-15T00:00:00,2020-03-17T04:32:23.763,3
,VE133,686520,104,Подольск2,2020-03-17T04:28:00,9780746087930,M-Mos00276852,1995,11339602,2020-03-15T00:00:00,2020-03-17T04:32:23.763,5
,VE881,686520,68,Подольск2,2020-03-17T04:28:00,5021464117610,M-Mos00276852,9995,11282544,2020-03-15T00:00:00,2020-03-17T04:32:23.763,5
,TB879,686520,98,Подольск2,2020-03-17T04:28:00,5021463403615,M-Mos00276852,23990,9098140,2020-03-15T00:00:00,2020-03-17T04:32:23.763,10
,TC289,686520,56,Подольск2,2020-03-17T04:28:00,5021463536818,M-Mos00276852,8995,9098607,2020-03-15T00:00:00,2020-03-17T04:32:23.763,5
,VA011,686520,74,Подольск2,2020-03-17T04:28:00,5021464133672,M-Mos00276852,4497,11300053,2020-03-15T00:00:00,2020-03-17T04:32:23.763,3
,VB285,686520,110,Подольск2,2020-03-17T04:28:00,5021462583271,M-Mos00276852,1995,11339506,2020-03-15T00:00:00,2020-03-17T04:32:23.763,5
,VB379,686520,110,Подольск2,2020-03-17T04:28:00,5021464293215,M-Mos00276852,2097,11339520,2020-03-15T00:00:00,2020-03-17T04:32:23.763,3
,VB467,686520,134,Подольск2,2020-03-17T04:28:00,5021462141037,M-Mos00276852,4077,11300054,2020-03-15T00:00:00,2020-03-17T04:32:23.763,3
,VB467,686520,92,Подольск2,2020-03-17T04:28:00,5021462140818,M-Mos00276852,3477,11300054,2020-03-15T00:00:00,2020-03-17T04:32:23.763,3
,VB497,686520,116,Подольск2,2020-03-17T04:28:00,5050048232852,M-Mos00276852,2495,11339528,2020-03-15T00:00:00,2020-03-17T04:32:23.763,5
,VC082,686520,110,Подольск2,2020-03-17T04:28:00,5021464158491,M-Mos00276852,4990,11170036,2020-03-15T00:00:00,2020-03-17T04:32:23.763,10
,VC130,686520,110,Подольск2,2020-03-17T04:28:00,5021464170257,M-Mos00276852,5277,11339555,2020-03-15T00:00:00,2020-03-17T04:32:23.763,3
,VC248,686520,92,Подольск2,2020-03-17T04:28:00,5021464180737,M-Mos00276852,13995,11339565,2020-03-15T00:00:00,2020-03-17T04:32:23.763,5
,VC278,686520,104,Подольск2,2020-03-17T04:28:00,5021464183615,M-Mos00276852,4995,11339567,2020-03-15T00:00:00,2020-03-17T04:32:23.763,5
,VC405,686520,140,Подольск2,2020-03-17T04:28:00,5021462278269,M-Mos00276852,1995,11339572,2020-03-15T00:00:00,2020-03-17T04:32:23.763,5
,VC718,686520,86,Подольск2,2020-03-17T04:28:00,5021464192693,M-Mos00276852,5097,11300058,2020-03-15T00:00:00,2020-03-17T04:32:23.763,3
,VD001,686520,92,Подольск2,2020-03-17T04:28:00,5021462384502,M-Mos00276852,3297,11339579,2020-03-15T00:00:00,2020-03-17T04:32:23.763,3
,VD072,686520,110,Подольск2,2020-03-17T04:28:00,5021462422976,M-Mos00276852,10995,11339585,2020-03-15T00:00:00,2020-03-17T04:32:23.763,5
,VD447,686520,98,Подольск2,2020-03-17T04:28:00,5021462224372,M-Mos00276852,2495,11339587,2020-03-15T00:00:00,2020-03-17T04:32:23.763,5
,VD476,686520,104,Подольск2,2020-03-17T04:28:00,5021464241650,M-Mos00276852,6597,11339590,2020-03-15T00:00:00,2020-03-17T04:32:23.763,3
,VE108,686520,122,Подольск2,2020-03-17T04:28:00,5021462095491,M-Mos00276852,1998,11339600,2020-03-15T00:00:00,2020-03-17T04:32:23.763,2
,VE133,686520,98,Подольск2,2020-03-17T04:28:00,5021462088851,M-Mos00276852,3990,11339602,2020-03-15T00:00:00,2020-03-17T04:32:23.763,10
,VE306,686520,134,Подольск2,2020-03-17T04:28:00,5021464187903,M-Mos00276852,11995,11339606,2020-03-15T00:00:00,2020-03-17T04:32:23.763,5
,VE306,686520,92,Подольск2,2020-03-17T04:28:00,5021464187835,M-Mos00276852,9995,11339606,2020-03-15T00:00:00,2020-03-17T04:32:23.763,5
,VE306,686520,116,Подольск2,2020-03-17T04:28:00,5021464187873,M-Mos00276852,10995,11339606,2020-03-15T00:00:00,2020-03-17T04:32:23.763,5
,VE306,686520,128,Подольск2,2020-03-17T04:28:00,5021464187897,M-Mos00276852,7197,11339606,2020-03-15T00:00:00,2020-03-17T04:32:23.763,3
,VE782,686520,134,Подольск2,2020-03-17T04:28:00,5021462496953,M-Mos00276852,2318,11300069,2020-03-15T00:00:00,2020-03-17T04:32:23.763,2
,VA043,686520,Newborn,Подольск2,2020-03-17T04:28:00,5021465526183,M-Mos00276852,2590,11283551,2020-03-15T00:00:00,2020-03-17T04:32:23.763,10
,VB297,686520,98,Подольск2,2020-03-17T04:28:00,5021462587521,M-Mos00276852,8295,11339511,2020-03-15T00:00:00,2020-03-17T04:32:23.763,5
,VB371,686520,116,Подольск2,2020-03-17T04:28:00,5021462101505,M-Mos00276852,10995,11339518,2020-03-15T00:00:00,2020-03-17T04:32:23.763,5
,VB371,686520,86,Подольск2,2020-03-17T04:28:00,5021462100775,M-Mos00276852,9995,11339518,2020-03-15T00:00:00,2020-03-17T04:32:23.763,5
,VB474,686520,116,Подольск2,2020-03-17T04:28:00,5021462124931,M-Mos00276852,3477,11300055,2020-03-15T00:00:00,2020-03-17T04:32:23.763,3
,VC022,686520,104,Подольск2,2020-03-17T04:28:00,5021464155186,M-Mos00276852,4677,11339547,2020-03-15T00:00:00,2020-03-17T04:32:23.763,3
,VC090,686520,134,Подольск2,2020-03-17T04:28:00,5021464158019,M-Mos00276852,1497,11339552,2020-03-15T00:00:00,2020-03-17T04:32:23.763,3
,VC152,686520,104,Подольск2,2020-03-17T04:28:00,5021464171513,M-Mos00276852,1197,11339557,2020-03-15T00:00:00,2020-03-17T04:32:23.763,3
,VC319,686520,110,Подольск2,2020-03-17T04:28:00,5021464186319,M-Mos00276852,6795,11339568,2020-03-15T00:00:00,2020-03-17T04:32:23.763,5
,VC405,686520,98,Подольск2,2020-03-17T04:28:00,5021462277743,M-Mos00276852,3990,11339572,2020-03-15T00:00:00,2020-03-17T04:32:23.763,10
,VC470,686520,116,Подольск2,2020-03-17T04:28:00,5021462283881,M-Mos00276852,4977,11339573,2020-03-15T00:00:00,2020-03-17T04:32:23.763,3
,VC952,686520,110,Подольск2,2020-03-17T04:28:00,5021462374343,M-Mos00276852,5598,11339578,2020-03-15T00:00:00,2020-03-17T04:32:23.763,2
,VC952,686520,92,Подольск2,2020-03-17T04:28:00,5021462374299,M-Mos00276852,5198,11339578,2020-03-15T00:00:00,2020-03-17T04:32:23.763,2
,VD219,686520,98,Подольск2,2020-03-17T04:28:00,5021462458890,M-Mos00276852,5795,11300061,2020-03-15T00:00:00,2020-03-17T04:32:23.763,5
,VD465,686520,104,Подольск2,2020-03-17T04:28:00,5021462100621,M-Mos00276852,7197,11339588,2020-03-15T00:00:00,2020-03-17T04:32:23.763,3
,VE062,686520,128,Подольск2,2020-03-17T04:28:00,5021464176662,M-Mos00276852,1995,11339599,2020-03-15T00:00:00,2020-03-17T04:32:23.763,5
,VE300,686520,104,Подольск2,2020-03-17T04:28:00,5021464182199,M-Mos00276852,6297,11339605,2020-03-15T00:00:00,2020-03-17T04:32:23.763,3
,KA776,686520,110,Подольск2,2020-03-17T04:28:00,5021468678025,M-Mos00276852,9990,8852773,2020-03-15T00:00:00,2020-03-17T04:32:23.763,10
,NA058,686520,122,Подольск2,2020-03-17T04:28:00,5021465910050,M-Mos00276852,4495,8852777,2020-03-15T00:00:00,2020-03-17T04:32:23.763,5
,NA164_NA188,686520,92,Подольск2,2020-03-17T04:28:00,5021466790880,M-Mos00276852,29980,8868526,2020-03-15T00:00:00,2020-03-17T04:32:23.763,20
,SA549,686520,62,Подольск2,2020-03-17T04:28:00,5021463034079,M-Mos00276852,8997,8507604,2020-03-15T00:00:00,2020-03-17T04:32:23.763,3
,SE174,686520,80,Подольск2,2020-03-17T04:28:00,5021463644513,M-Mos00276852,6597,9098121,2020-03-15T00:00:00,2020-03-17T04:32:23.763,3
,TA102,686520,3-6 мес,Подольск2,2020-03-17T04:28:00,5021463306374,M-Mos00276852,7770,11413940,2020-03-15T00:00:00,2020-03-17T04:32:23.763,30
,TA415,686520,74,Подольск2,2020-03-17T04:28:00,5021463319879,M-Mos00276852,9990,11413823,2020-03-15T00:00:00,2020-03-17T04:32:23.763,10
,TA415,686520,80,Подольск2,2020-03-17T04:28:00,5021463319886,M-Mos00276852,9990,11413823,2020-03-15T00:00:00,2020-03-17T04:32:23.763,10
,TA448,686520,1-3 мес,Подольск2,2020-03-17T04:28:00,5021463307463,M-Mos00276852,6590,11413942,2020-03-15T00:00:00,2020-03-17T04:32:23.763,10
,TB704_TB408,686520,110,Подольск2,2020-03-17T04:28:00,5021463404636,M-Mos00276852,7995,8606402,2020-03-15T00:00:00,2020-03-17T04:32:23.763,5
,TB814,686520,86,Подольск2,2020-03-17T04:28:00,5021463402687,M-Mos00276852,18990,11413824,2020-03-15T00:00:00,2020-03-17T04:32:23.763,10
,TC477,686520,98,Подольск2,2020-03-17T04:28:00,5021463494446,M-Mos00276852,4197,10142016,2020-03-15T00:00:00,2020-03-17T04:32:23.763,3
,VA106,686520,92,Подольск2,2020-03-17T04:28:00,5021464134884,M-Mos00276852,1795,11339498,2020-03-15T00:00:00,2020-03-17T04:32:23.763,5
,VA300,686520,80,Подольск2,2020-03-17T04:28:00,5021464135645,M-Mos00276852,1795,11339502,2020-03-15T00:00:00,2020-03-17T04:32:23.763,5
,VB361,686520,98,Подольск2,2020-03-17T04:28:00,5021462090601,M-Mos00276852,4995,11339517,2020-03-15T00:00:00,2020-03-17T04:32:23.763,5
,VB407,686520,134,Подольск2,2020-03-17T04:28:00,5021465407598,M-Mos00276852,2997,11339522,2020-03-15T00:00:00,2020-03-17T04:32:23.763,3
,VB862,686520,140,Подольск2,2020-03-17T04:28:00,5021464088361,M-Mos00276852,8495,11339544,2020-03-15T00:00:00,2020-03-17T04:32:23.763,5
,VD202,686520,110,Подольск2,2020-03-17T04:28:00,5021462440475,M-Mos00276852,5795,11300060,2020-03-15T00:00:00,2020-03-17T04:32:23.763,5
,VD228,686520,98,Подольск2,2020-03-17T04:28:00,5021462497912,M-Mos00276852,7990,11300063,2020-03-15T00:00:00,2020-03-17T04:32:23.763,10
,VD353,686520,1-3 года,Подольск2,2020-03-17T04:28:00,5021464042424,M-Mos00276852,3295,11283560,2020-03-15T00:00:00,2020-03-17T04:32:23.763,5
,VD467,686520,110,Подольск2,2020-03-17T04:28:00,5021464203153,M-Mos00276852,3777,11339589,2020-03-15T00:00:00,2020-03-17T04:32:23.763,3
,VD659,686520,86,Подольск2,2020-03-17T04:28:00,5021464112776,M-Mos00276852,5397,11339598,2020-03-15T00:00:00,2020-03-17T04:32:23.763,3
,VD666,686520,68,Подольск2,2020-03-17T04:28:00,5021464113391,M-Mos00276852,9995,11282540,2020-03-15T00:00:00,2020-03-17T04:32:23.763,5
,VE062,686520,140,Подольск2,2020-03-17T04:28:00,5021464176686,M-Mos00276852,1197,11339599,2020-03-15T00:00:00,2020-03-17T04:32:23.763,3
,VE133,686520,140,Подольск2,2020-03-17T04:28:00,5021462089032,M-Mos00276852,1197,11339602,2020-03-15T00:00:00,2020-03-17T04:32:23.763,3
,VE782,686520,140,Подольск2,2020-03-17T04:28:00,5021462497127,M-Mos00276852,4636,11300069,2020-03-15T00:00:00,2020-03-17T04:32:23.763,4
,VE881,686520,80,Подольск2,2020-03-17T04:28:00,5021464117634,M-Mos00276852,9995,11282544,2020-03-15T00:00:00,2020-03-17T04:32:23.763,5
,RA611,686520,116,Подольск2,2020-03-17T04:28:00,5021463351381,M-Mos00276852,5495,11339484,2020-03-15T00:00:00,2020-03-17T04:32:23.763,5
,SE162_SB872,686520,92,Подольск2,2020-03-17T04:28:00,5021465314346,M-Mos00276852,3990,8486993,2020-03-15T00:00:00,2020-03-17T04:32:23.763,10
,TA019,686520,74,Подольск2,2020-03-17T04:28:00,5021463274925,M-Mos00276852,24995,11413821,2020-03-15T00:00:00,2020-03-17T04:32:23.763,5
,TA020,686520,74,Подольск2,2020-03-17T04:28:00,5021463275090,M-Mos00276852,24995,11413822,2020-03-15T00:00:00,2020-03-17T04:32:23.763,5
,TA095,686520,62,Подольск2,2020-03-17T04:28:00,5021463282036,M-Mos00276852,14995,8848309,2020-03-15T00:00:00,2020-03-17T04:32:23.763,5
,TA248,686520,80,Подольск2,2020-03-17T04:28:00,5021463311101,M-Mos00276852,11495,11339487,2020-03-15T00:00:00,2020-03-17T04:32:23.763,5
,TB814,686520,104,Подольск2,2020-03-17T04:28:00,5021463402717,M-Mos00276852,20990,11413824,2020-03-15T00:00:00,2020-03-17T04:32:23.763,10
,TB828_TB530,686520,122,Подольск2,2020-03-17T04:28:00,5021463341979,M-Mos00276852,41970,8606422,2020-03-15T00:00:00,2020-03-17T04:32:23.763,30
,TC574_TC161,686520,128,Подольск2,2020-03-17T04:28:00,5021463485505,M-Mos00276852,1995,8606458,2020-03-15T00:00:00,2020-03-17T04:32:23.763,5
,VA062,686520,56,Подольск2,2020-03-17T04:28:00,5021464132040,M-Mos00276852,2398,11339491,2020-03-15T00:00:00,2020-03-17T04:32:23.763,2
,VA106,686520,86,Подольск2,2020-03-17T04:28:00,5021464134877,M-Mos00276852,1795,11339498,2020-03-15T00:00:00,2020-03-17T04:32:23.763,5
,VB285,686520,92,Подольск2,2020-03-17T04:28:00,5021462583158,M-Mos00276852,1995,11339506,2020-03-15T00:00:00,2020-03-17T04:32:23.763,5
,VB346,686520,80,Подольск2,2020-03-17T04:28:00,5021462018605,M-Mos00276852,2997,11339514,2020-03-15T00:00:00,2020-03-17T04:32:23.763,3
,VB371,686520,140,Подольск2,2020-03-17T04:28:00,5021462102403,M-Mos00276852,7197,11339518,2020-03-15T00:00:00,2020-03-17T04:32:23.763,3
,VB497,686520,128,Подольск2,2020-03-17T04:28:00,5021462552123,M-Mos00276852,1677,11339528,2020-03-15T00:00:00,2020-03-17T04:32:23.763,3
,VB622,686520,116,Подольск2,2020-03-17T04:28:00,5021464086985,M-Mos00276852,5697,11339534,2020-03-15T00:00:00,2020-03-17T04:32:23.763,3
,VB755,686520,116,Подольск2,2020-03-17T04:28:00,5021464091873,M-Mos00276852,3990,11339541,2020-03-15T00:00:00,2020-03-17T04:32:23.763,10
,VC087,686520,104,Подольск2,2020-03-17T04:28:00,5021464158347,M-Mos00276852,1497,11339551,2020-03-15T00:00:00,2020-03-17T04:32:23.763,3
,VC319,686520,128,Подольск2,2020-03-17T04:28:00,5021464186425,M-Mos00276852,4377,11339568,2020-03-15T00:00:00,2020-03-17T04:32:23.763,3
,VC319,686520,140,Подольск2,2020-03-17T04:28:00,5021464186456,M-Mos00276852,2918,11339568,2020-03-15T00:00:00,2020-03-17T04:32:23.763,2
,VC335,686520,86,Подольск2,2020-03-17T04:28:00,5021464176013,M-Mos00276852,2394,11339570,2020-03-15T00:00:00,2020-03-17T04:32:23.763,6
,VD221,686520,92,Подольск2,2020-03-17T04:28:00,5021462464945,M-Mos00276852,5795,11300062,2020-03-15T00:00:00,2020-03-17T04:32:23.763,5
,VD311,686520,1-3 года,Подольск2,2020-03-17T04:28:00,5021464084745,M-Mos00276852,2795,11283558,2020-03-15T00:00:00,2020-03-17T04:32:23.763,5
,VD353,686520,6-12 мес,Подольск2,2020-03-17T04:28:00,5021464042417,M-Mos00276852,1977,11283560,2020-03-15T00:00:00,2020-03-17T04:32:23.763,3
,VD476,686520,116,Подольск2,2020-03-17T04:28:00,5021464241681,M-Mos00276852,6597,11339590,2020-03-15T00:00:00,2020-03-17T04:32:23.763,3
,VD700,686520,80,Подольск2,2020-03-17T04:28:00,5021464122959,M-Mos00276852,9990,11300067,2020-03-15T00:00:00,2020-03-17T04:32:23.763,10
,VD744,686520,80,Подольск2,2020-03-17T04:28:00,5021464114343,M-Mos00276852,9995,11282543,2020-03-15T00:00:00,2020-03-17T04:32:23.763,5
,KA779,686520,140,Подольск2,2020-03-17T04:28:00,5021468679503,M-Mos00276852,8990,8852774,2020-03-15T00:00:00,2020-03-17T04:32:23.763,10
,SA407,686520,3-6 мес,Подольск2,2020-03-17T04:28:00,5021464774202,M-Mos00276852,5180,11413936,2020-03-15T00:00:00,2020-03-17T04:32:23.763,20
,SA563,686520,3-6 мес,Подольск2,2020-03-17T04:28:00,5021464774165,M-Mos00276852,3990,11413938,2020-03-15T00:00:00,2020-03-17T04:32:23.763,10
,SA563,686520,6-12 мес,Подольск2,2020-03-17T04:28:00,5021464774172,M-Mos00276852,3990,11413938,2020-03-15T00:00:00,2020-03-17T04:32:23.763,10
,TA081,686520,1-3 мес,Подольск2,2020-03-17T04:28:00,5021463030606,M-Mos00276852,7770,11413939,2020-03-15T00:00:00,2020-03-17T04:32:23.763,30
,TA413,686520,62,Подольск2,2020-03-17T04:28:00,5021463319688,M-Mos00276852,5990,11390283,2020-03-15T00:00:00,2020-03-17T04:32:23.763,10
,TD582,686520,10,Подольск2,2020-03-17T04:28:00,5021463534845,M-Mos00276852,7495,9552112,2020-03-15T00:00:00,2020-03-17T04:32:23.763,5
,VA003,686520,62,Подольск2,2020-03-17T04:28:00,5021464139865,M-Mos00276852,3798,11282535,2020-03-15T00:00:00,2020-03-17T04:32:23.763,2
,VA003,686520,68,Подольск2,2020-03-17T04:28:00,5021464139872,M-Mos00276852,5697,11282535,2020-03-15T00:00:00,2020-03-17T04:32:23.763,3
,VB347,686520,110,Подольск2,2020-03-17T04:28:00,5021462020943,M-Mos00276852,1998,11339515,2020-03-15T00:00:00,2020-03-17T04:32:23.763,2
,VB375,686520,134,Подольск2,2020-03-17T04:28:00,5021464262532,M-Mos00276852,3495,11339519,2020-03-15T00:00:00,2020-03-17T04:32:23.763,5
,VB622,686520,104,Подольск2,2020-03-17T04:28:00,5021464086961,M-Mos00276852,9495,11339534,2020-03-15T00:00:00,2020-03-17T04:32:23.763,5
,VC223,686520,92,Подольск2,2020-03-17T04:28:00,5021464190002,M-Mos00276852,8097,11339563,2020-03-15T00:00:00,2020-03-17T04:32:23.763,3
,VC321,686520,110,Подольск2,2020-03-17T04:28:00,5021464186111,M-Mos00276852,3777,11339569,2020-03-15T00:00:00,2020-03-17T04:32:23.763,3
,VC405,686520,110,Подольск2,2020-03-17T04:28:00,5021462277767,M-Mos00276852,3990,11339572,2020-03-15T00:00:00,2020-03-17T04:32:23.763,10
,VC470,686520,128,Подольск2,2020-03-17T04:28:00,5021462283904,M-Mos00276852,5397,11339573,2020-03-15T00:00:00,2020-03-17T04:32:23.763,3
,VD659,686520,92,Подольск2,2020-03-17T04:28:00,5021464112783,M-Mos00276852,3598,11339598,2020-03-15T00:00:00,2020-03-17T04:32:23.763,2
,VD666,686520,74,Подольск2,2020-03-17T04:28:00,5021464113407,M-Mos00276852,19990,11282540,2020-03-15T00:00:00,2020-03-17T04:32:23.763,10
,VD700,686520,92,Подольск2,2020-03-17T04:28:00,5021464122973,M-Mos00276852,4995,11300067,2020-03-15T00:00:00,2020-03-17T04:32:23.763,5
,VE062,686520,98,Подольск2,2020-03-17T04:28:00,5021464176563,M-Mos00276852,1197,11339599,2020-03-15T00:00:00,2020-03-17T04:32:23.763,3
,VE306,686520,122,Подольск2,2020-03-17T04:28:00,5021464187880,M-Mos00276852,11995,11339606,2020-03-15T00:00:00,2020-03-17T04:32:23.763,5
,VB709,686520,104,Подольск2,2020-03-17T04:28:00,707226617554,M-Mos00276852,4977,11339539,2020-03-15T00:00:00,2020-03-17T04:32:23.763,3
,VB755,686520,134,Подольск2,2020-03-17T04:28:00,5021464091903,M-Mos00276852,1995,11339541,2020-03-15T00:00:00,2020-03-17T04:32:23.763,5
,VC042,686520,80,Подольск2,2020-03-17T04:28:00,5021464157050,M-Mos00276852,7995,11339548,2020-03-15T00:00:00,2020-03-17T04:32:23.763,5
,VC090,686520,110,Подольск2,2020-03-17T04:28:00,5021464157975,M-Mos00276852,1497,11339552,2020-03-15T00:00:00,2020-03-17T04:32:23.763,3
,VC121,686520,110,Подольск2,2020-03-17T04:28:00,5021464167103,M-Mos00276852,1995,11339554,2020-03-15T00:00:00,2020-03-17T04:32:23.763,5
,VC223,686520,98,Подольск2,2020-03-17T04:28:00,5021464190019,M-Mos00276852,5998,11339563,2020-03-15T00:00:00,2020-03-17T04:32:23.763,2
,VC405,686520,92,Подольск2,2020-03-17T04:28:00,5021462277736,M-Mos00276852,3990,11339572,2020-03-15T00:00:00,2020-03-17T04:32:23.763,10
